file_name,label
dia0_utt0/0.npy,neutral
dia0_utt0/1.npy,neutral
dia0_utt0/10.npy,neutral
dia0_utt0/100.npy,neutral
dia0_utt0/101.npy,neutral
dia0_utt0/102.npy,neutral
dia0_utt0/103.npy,neutral
dia0_utt0/104.npy,neutral
dia0_utt0/105.npy,neutral
dia0_utt0/106.npy,neutral
dia0_utt0/107.npy,neutral
dia0_utt0/108.npy,neutral
dia0_utt0/109.npy,neutral
dia0_utt0/11.npy,neutral
dia0_utt0/110.npy,neutral
dia0_utt0/111.npy,neutral
dia0_utt0/112.npy,neutral
dia0_utt0/113.npy,neutral
dia0_utt0/114.npy,neutral
dia0_utt0/115.npy,neutral
dia0_utt0/116.npy,neutral
dia0_utt0/117.npy,neutral
dia0_utt0/118.npy,neutral
dia0_utt0/119.npy,neutral
dia0_utt0/12.npy,neutral
dia0_utt0/120.npy,neutral
dia0_utt0/121.npy,neutral
dia0_utt0/122.npy,neutral
dia0_utt0/123.npy,neutral
dia0_utt0/124.npy,neutral
dia0_utt0/125.npy,neutral
dia0_utt0/126.npy,neutral
dia0_utt0/127.npy,neutral
dia0_utt0/128.npy,neutral
dia0_utt0/129.npy,neutral
dia0_utt0/13.npy,neutral
dia0_utt0/130.npy,neutral
dia0_utt0/131.npy,neutral
dia0_utt0/132.npy,neutral
dia0_utt0/133.npy,neutral
dia0_utt0/134.npy,neutral
dia0_utt0/135.npy,neutral
dia0_utt0/136.npy,neutral
dia0_utt0/137.npy,neutral
dia0_utt0/138.npy,neutral
dia0_utt0/14.npy,neutral
dia0_utt0/15.npy,neutral
dia0_utt0/16.npy,neutral
dia0_utt0/17.npy,neutral
dia0_utt0/18.npy,neutral
dia0_utt0/19.npy,neutral
dia0_utt0/2.npy,neutral
dia0_utt0/20.npy,neutral
dia0_utt0/21.npy,neutral
dia0_utt0/22.npy,neutral
dia0_utt0/23.npy,neutral
dia0_utt0/24.npy,neutral
dia0_utt0/25.npy,neutral
dia0_utt0/26.npy,neutral
dia0_utt0/27.npy,neutral
dia0_utt0/28.npy,neutral
dia0_utt0/29.npy,neutral
dia0_utt0/3.npy,neutral
dia0_utt0/30.npy,neutral
dia0_utt0/31.npy,neutral
dia0_utt0/32.npy,neutral
dia0_utt0/33.npy,neutral
dia0_utt0/34.npy,neutral
dia0_utt0/35.npy,neutral
dia0_utt0/36.npy,neutral
dia0_utt0/37.npy,neutral
dia0_utt0/38.npy,neutral
dia0_utt0/39.npy,neutral
dia0_utt0/4.npy,neutral
dia0_utt0/40.npy,neutral
dia0_utt0/41.npy,neutral
dia0_utt0/42.npy,neutral
dia0_utt0/43.npy,neutral
dia0_utt0/44.npy,neutral
dia0_utt0/45.npy,neutral
dia0_utt0/46.npy,neutral
dia0_utt0/47.npy,neutral
dia0_utt0/48.npy,neutral
dia0_utt0/49.npy,neutral
dia0_utt0/5.npy,neutral
dia0_utt0/50.npy,neutral
dia0_utt0/51.npy,neutral
dia0_utt0/52.npy,neutral
dia0_utt0/53.npy,neutral
dia0_utt0/54.npy,neutral
dia0_utt0/55.npy,neutral
dia0_utt0/56.npy,neutral
dia0_utt0/57.npy,neutral
dia0_utt0/58.npy,neutral
dia0_utt0/59.npy,neutral
dia0_utt0/6.npy,neutral
dia0_utt0/60.npy,neutral
dia0_utt0/61.npy,neutral
dia0_utt0/62.npy,neutral
dia0_utt0/63.npy,neutral
dia0_utt0/64.npy,neutral
dia0_utt0/65.npy,neutral
dia0_utt0/66.npy,neutral
dia0_utt0/67.npy,neutral
dia0_utt0/68.npy,neutral
dia0_utt0/69.npy,neutral
dia0_utt0/7.npy,neutral
dia0_utt0/70.npy,neutral
dia0_utt0/71.npy,neutral
dia0_utt0/72.npy,neutral
dia0_utt0/73.npy,neutral
dia0_utt0/74.npy,neutral
dia0_utt0/75.npy,neutral
dia0_utt0/76.npy,neutral
dia0_utt0/77.npy,neutral
dia0_utt0/78.npy,neutral
dia0_utt0/79.npy,neutral
dia0_utt0/8.npy,neutral
dia0_utt0/80.npy,neutral
dia0_utt0/81.npy,neutral
dia0_utt0/82.npy,neutral
dia0_utt0/83.npy,neutral
dia0_utt0/84.npy,neutral
dia0_utt0/85.npy,neutral
dia0_utt0/86.npy,neutral
dia0_utt0/87.npy,neutral
dia0_utt0/88.npy,neutral
dia0_utt0/89.npy,neutral
dia0_utt0/9.npy,neutral
dia0_utt0/90.npy,neutral
dia0_utt0/91.npy,neutral
dia0_utt0/92.npy,neutral
dia0_utt0/93.npy,neutral
dia0_utt0/94.npy,neutral
dia0_utt0/95.npy,neutral
dia0_utt0/96.npy,neutral
dia0_utt0/97.npy,neutral
dia0_utt0/98.npy,neutral
dia0_utt0/99.npy,neutral
dia0_utt1/0.npy,neutral
dia0_utt1/1.npy,neutral
dia0_utt1/10.npy,neutral
dia0_utt1/11.npy,neutral
dia0_utt1/12.npy,neutral
dia0_utt1/13.npy,neutral
dia0_utt1/14.npy,neutral
dia0_utt1/15.npy,neutral
dia0_utt1/16.npy,neutral
dia0_utt1/17.npy,neutral
dia0_utt1/18.npy,neutral
dia0_utt1/19.npy,neutral
dia0_utt1/2.npy,neutral
dia0_utt1/20.npy,neutral
dia0_utt1/21.npy,neutral
dia0_utt1/22.npy,neutral
dia0_utt1/23.npy,neutral
dia0_utt1/24.npy,neutral
dia0_utt1/25.npy,neutral
dia0_utt1/26.npy,neutral
dia0_utt1/27.npy,neutral
dia0_utt1/28.npy,neutral
dia0_utt1/29.npy,neutral
dia0_utt1/3.npy,neutral
dia0_utt1/30.npy,neutral
dia0_utt1/31.npy,neutral
dia0_utt1/32.npy,neutral
dia0_utt1/33.npy,neutral
dia0_utt1/34.npy,neutral
dia0_utt1/35.npy,neutral
dia0_utt1/36.npy,neutral
dia0_utt1/4.npy,neutral
dia0_utt1/5.npy,neutral
dia0_utt1/6.npy,neutral
dia0_utt1/7.npy,neutral
dia0_utt1/8.npy,neutral
dia0_utt1/9.npy,neutral
dia0_utt10/0.npy,fear
dia0_utt10/1.npy,fear
dia0_utt10/10.npy,fear
dia0_utt10/11.npy,fear
dia0_utt10/12.npy,fear
dia0_utt10/13.npy,fear
dia0_utt10/14.npy,fear
dia0_utt10/15.npy,fear
dia0_utt10/16.npy,fear
dia0_utt10/17.npy,fear
dia0_utt10/18.npy,fear
dia0_utt10/19.npy,fear
dia0_utt10/2.npy,fear
dia0_utt10/20.npy,fear
dia0_utt10/21.npy,fear
dia0_utt10/22.npy,fear
dia0_utt10/23.npy,fear
dia0_utt10/24.npy,fear
dia0_utt10/25.npy,fear
dia0_utt10/26.npy,fear
dia0_utt10/27.npy,fear
dia0_utt10/28.npy,fear
dia0_utt10/29.npy,fear
dia0_utt10/3.npy,fear
dia0_utt10/30.npy,fear
dia0_utt10/31.npy,fear
dia0_utt10/32.npy,fear
dia0_utt10/33.npy,fear
dia0_utt10/34.npy,fear
dia0_utt10/35.npy,fear
dia0_utt10/36.npy,fear
dia0_utt10/37.npy,fear
dia0_utt10/38.npy,fear
dia0_utt10/39.npy,fear
dia0_utt10/4.npy,fear
dia0_utt10/40.npy,fear
dia0_utt10/41.npy,fear
dia0_utt10/42.npy,fear
dia0_utt10/43.npy,fear
dia0_utt10/44.npy,fear
dia0_utt10/45.npy,fear
dia0_utt10/46.npy,fear
dia0_utt10/47.npy,fear
dia0_utt10/5.npy,fear
dia0_utt10/6.npy,fear
dia0_utt10/7.npy,fear
dia0_utt10/8.npy,fear
dia0_utt10/9.npy,fear
dia0_utt11/0.npy,neutral
dia0_utt11/1.npy,neutral
dia0_utt11/10.npy,neutral
dia0_utt11/100.npy,neutral
dia0_utt11/101.npy,neutral
dia0_utt11/102.npy,neutral
dia0_utt11/103.npy,neutral
dia0_utt11/104.npy,neutral
dia0_utt11/105.npy,neutral
dia0_utt11/106.npy,neutral
dia0_utt11/107.npy,neutral
dia0_utt11/108.npy,neutral
dia0_utt11/109.npy,neutral
dia0_utt11/11.npy,neutral
dia0_utt11/110.npy,neutral
dia0_utt11/111.npy,neutral
dia0_utt11/112.npy,neutral
dia0_utt11/113.npy,neutral
dia0_utt11/114.npy,neutral
dia0_utt11/115.npy,neutral
dia0_utt11/116.npy,neutral
dia0_utt11/117.npy,neutral
dia0_utt11/118.npy,neutral
dia0_utt11/119.npy,neutral
dia0_utt11/12.npy,neutral
dia0_utt11/120.npy,neutral
dia0_utt11/121.npy,neutral
dia0_utt11/122.npy,neutral
dia0_utt11/123.npy,neutral
dia0_utt11/124.npy,neutral
dia0_utt11/125.npy,neutral
dia0_utt11/126.npy,neutral
dia0_utt11/127.npy,neutral
dia0_utt11/128.npy,neutral
dia0_utt11/129.npy,neutral
dia0_utt11/13.npy,neutral
dia0_utt11/130.npy,neutral
dia0_utt11/131.npy,neutral
dia0_utt11/132.npy,neutral
dia0_utt11/133.npy,neutral
dia0_utt11/134.npy,neutral
dia0_utt11/135.npy,neutral
dia0_utt11/136.npy,neutral
dia0_utt11/137.npy,neutral
dia0_utt11/138.npy,neutral
dia0_utt11/139.npy,neutral
dia0_utt11/14.npy,neutral
dia0_utt11/140.npy,neutral
dia0_utt11/141.npy,neutral
dia0_utt11/142.npy,neutral
dia0_utt11/143.npy,neutral
dia0_utt11/144.npy,neutral
dia0_utt11/145.npy,neutral
dia0_utt11/146.npy,neutral
dia0_utt11/147.npy,neutral
dia0_utt11/148.npy,neutral
dia0_utt11/149.npy,neutral
dia0_utt11/15.npy,neutral
dia0_utt11/150.npy,neutral
dia0_utt11/151.npy,neutral
dia0_utt11/152.npy,neutral
dia0_utt11/153.npy,neutral
dia0_utt11/154.npy,neutral
dia0_utt11/155.npy,neutral
dia0_utt11/156.npy,neutral
dia0_utt11/157.npy,neutral
dia0_utt11/158.npy,neutral
dia0_utt11/159.npy,neutral
dia0_utt11/16.npy,neutral
dia0_utt11/160.npy,neutral
dia0_utt11/161.npy,neutral
dia0_utt11/162.npy,neutral
dia0_utt11/163.npy,neutral
dia0_utt11/164.npy,neutral
dia0_utt11/165.npy,neutral
dia0_utt11/166.npy,neutral
dia0_utt11/167.npy,neutral
dia0_utt11/168.npy,neutral
dia0_utt11/169.npy,neutral
dia0_utt11/17.npy,neutral
dia0_utt11/170.npy,neutral
dia0_utt11/171.npy,neutral
dia0_utt11/172.npy,neutral
dia0_utt11/18.npy,neutral
dia0_utt11/19.npy,neutral
dia0_utt11/2.npy,neutral
dia0_utt11/20.npy,neutral
dia0_utt11/21.npy,neutral
